  -1.0000000e+00	   0.0000000e+00	
  -9.9900000e-01	   1.3689217e-07	
  -9.9800000e-01	   2.7340745e-07	
  -9.9700000e-01	   4.0962006e-07	
  -9.9600000e-01	   5.4627082e-07	
  -9.9500000e-01	   6.8317710e-07	
  -9.9400000e-01	   8.2021609e-07	
  -9.9300000e-01	   9.5693834e-07	
  -9.9200000e-01	   1.0937357e-06	
  -9.9100000e-01	   1.2303640e-06	
  -9.9000000e-01	   1.3667984e-06	
  -9.8900000e-01	   1.5036108e-06	
  -9.8800000e-01	   1.6403421e-06	
  -9.8700000e-01	   1.7769492e-06	
  -9.8600000e-01	   1.9137445e-06	
  -9.8500000e-01	   2.0506894e-06	
  -9.8400000e-01	   2.1876777e-06	
  -9.8300000e-01	   2.3246835e-06	
  -9.8200000e-01	   2.4617154e-06	
  -9.8100000e-01	   2.5989264e-06	
  -9.8000000e-01	   2.7362192e-06	
  -9.7900000e-01	   2.8735798e-06	
  -9.7800000e-01	   3.0109995e-06	
  -9.7700000e-01	   3.1484801e-06	
  -9.7600000e-01	   3.2860616e-06	
  -9.7500000e-01	   3.4237910e-06	
  -9.7400000e-01	   3.5616612e-06	
  -9.7300000e-01	   3.6994984e-06	
  -9.7200000e-01	   3.8373826e-06	
  -9.7100000e-01	   3.9755572e-06	
  -9.7000000e-01	   4.1136379e-06	
  -9.6900000e-01	   4.2519412e-06	
  -9.6800000e-01	   4.3902846e-06	
  -9.6700000e-01	   4.5288471e-06	
  -9.6600000e-01	   4.6675922e-06	
  -9.6500000e-01	   4.8064539e-06	
  -9.6400000e-01	   4.9453765e-06	
  -9.6300000e-01	   5.0845043e-06	
  -9.6200000e-01	   5.2238200e-06	
  -9.6100000e-01	   5.3631930e-06	
  -9.6000000e-01	   5.5027000e-06	
  -9.5900000e-01	   5.6423636e-06	
  -9.5800000e-01	   5.7822098e-06	
  -9.5700000e-01	   5.9221272e-06	
  -9.5600000e-01	   6.0622135e-06	
  -9.5500000e-01	   6.2025206e-06	
  -9.5400000e-01	   6.3429303e-06	
  -9.5300000e-01	   6.4833853e-06	
  -9.5200000e-01	   6.6240959e-06	
  -9.5100000e-01	   6.7650466e-06	
  -9.5000000e-01	   6.9061051e-06	
  -9.4900000e-01	   7.0472889e-06	
  -9.4800000e-01	   7.1887005e-06	
  -9.4700000e-01	   7.3302339e-06	
  -9.4600000e-01	   7.4720247e-06	
  -9.4500000e-01	   7.6140329e-06	
  -9.4400000e-01	   7.7560098e-06	
  -9.4300000e-01	   7.8984633e-06	
  -9.4200000e-01	   8.0411656e-06	
  -9.4100000e-01	   8.1838556e-06	
  -9.4000000e-01	   8.3270571e-06	
  -9.3900000e-01	   8.4703890e-06	
  -9.3800000e-01	   8.6139331e-06	
  -9.3700000e-01	   8.7576459e-06	
  -9.3600000e-01	   8.9018231e-06	
  -9.3500000e-01	   9.0459360e-06	
  -9.3400000e-01	   9.1906159e-06	
